,ID,Generation,Region,Name,Type,Pokémon.Role,Legendary,Sex,Height,Weight,Health,Attack,Sp.Attack,Defense,Sp.Defense,Speed,Total,Abilities,Height.ft,Weight.lbs,Weight.Class,Height.Class
835,448,6,Kalos,"Lucario
Mega Lucario",Fighting,"DPS Melee, DPS Ranged, Support",No,"Male, Female",1.2 m (3′11″),54.0 kg (119.0 lbs),70,145,140,88,70,112,625,"Steadfast, Inner Focus, Justified",3.11,119,Class 3,Class 3
836,448,6,Kalos,"Lucario
Mega Lucario",Steel,"DPS Melee, DPS Ranged, Support",No,"Male, Female",1.2 m (3′11″),54.0 kg (119.0 lbs),70,145,140,88,70,112,625,"Steadfast, Inner Focus, Justified",3.11,119,Class 3,Class 3
837,449,4,Sinnoh,Hippopotas,Ground,"Tank, Support",No,"Male, Female",0.8 m (2′07″),49.5 kg (109.1 lbs),68,72,38,78,42,32,330,"Sand Stream, Sand Force",2.07,109.1,Class 3,Class 2
838,450,4,Sinnoh,Hippowdon,Ground,"Tank, Crowd Controller",No,"Male, Female",2.0 m (6′07″),300.0 kg (661.4 lbs),108,112,68,118,72,47,525,"Sand Stream, Sand Force",6.07,661.4,Class 4,Class 4
839,451,4,Sinnoh,Skorupi,Poison,"DPS Melee, Scout",No,"Male, Female",0.8 m (2′07″),12.0 kg (26.5 lbs),40,50,30,90,55,65,330,"Battle Armor, Sniper, Keen Eye",2.07,26.5,Class 2,Class 2
840,451,4,Sinnoh,Skorupi,Bug,"DPS Melee, Scout",No,"Male, Female",0.8 m (2′07″),12.0 kg (26.5 lbs),40,50,30,90,55,65,330,"Battle Armor, Sniper, Keen Eye",2.07,26.5,Class 2,Class 2
841,452,4,Sinnoh,Drapion,Poison,"DPS Melee, Debuffer, Crowd Controller",No,"Male, Female",1.3 m (4′03″),61.5 kg (135.6 lbs),70,90,60,110,75,95,500,"Battle Armor, Sniper, Keen Eye",4.03,135.6,Class 3,Class 3
842,452,4,Sinnoh,Drapion,Dark,"DPS Melee, Debuffer, Crowd Controller",No,"Male, Female",1.3 m (4′03″),61.5 kg (135.6 lbs),70,90,60,110,75,95,500,"Battle Armor, Sniper, Keen Eye",4.03,135.6,Class 3,Class 3
843,453,4,Sinnoh,Croagunk,Poison,"DPS Melee, Debuffer",No,"Male, Female",0.7 m (2′04″),23.0 kg (50.7 lbs),48,61,61,40,40,50,300,"Anticipation, Dry Skin, Poison Touch",2.04,50.7,Class 2,Class 2
844,453,4,Sinnoh,Croagunk,Fighting,"DPS Melee, Debuffer",No,"Male, Female",0.7 m (2′04″),23.0 kg (50.7 lbs),48,61,61,40,40,50,300,"Anticipation, Dry Skin, Poison Touch",2.04,50.7,Class 2,Class 2
845,454,4,Sinnoh,Toxicroak,Poison,"DPS Melee, Debuffer, Support",No,"Male, Female",1.3 m (4′03″),44.4 kg (97.9 lbs),83,106,86,65,65,85,490,"Anticipation, Dry Skin, Poison Touch",4.03,97.9,Class 3,Class 3
846,454,4,Sinnoh,Toxicroak,Fighting,"DPS Melee, Debuffer, Support",No,"Male, Female",1.3 m (4′03″),44.4 kg (97.9 lbs),83,106,86,65,65,85,490,"Anticipation, Dry Skin, Poison Touch",4.03,97.9,Class 3,Class 3
847,455,4,Sinnoh,Carnivine,Grass,"DPS Melee, Scout",No,"Male, Female",1.4 m (4′07″),27.0 kg (59.5 lbs),74,100,90,72,72,46,454,Levitate,4.07,59.5,Class 2,Class 3
848,456,4,Sinnoh,Finneon,Water,"Scout, Support",No,"Male, Female",0.4 m (1′04″),7.0 kg (15.4 lbs),49,49,49,56,61,66,330,"Swift Swim, Storm Drain, Water Veil",1.04,15.4,Class 1,Class 1
849,457,4,Sinnoh,Lumineon,Water,"Scout, Support",No,"Male, Female",1.2 m (3′11″),24.0 kg (52.9 lbs),69,69,69,76,86,91,460,"Swift Swim, Storm Drain, Water Veil",3.11,52.9,Class 2,Class 3
850,458,4,Sinnoh,Mantyke,Water,"Support, Crowd Controller",No,"Male, Female",1.0 m (3′03″),65.0 kg (143.3 lbs),45,20,60,50,120,50,345,"Swift Swim, Water Absorb, Water Veil",3.03,143.3,Class 3,Class 2
851,458,4,Sinnoh,Mantyke,Flying,"Support, Crowd Controller",No,"Male, Female",1.0 m (3′03″),65.0 kg (143.3 lbs),45,20,60,50,120,50,345,"Swift Swim, Water Absorb, Water Veil",3.03,143.3,Class 3,Class 2
852,459,4,Sinnoh,Snover,Grass,"DPS Ranged, Support",No,"Male, Female",1.0 m (3′03″),50.5 kg (111.3 lbs),60,62,62,50,60,40,334,"Snow Warning, Soundproof",3.03,111.3,Class 3,Class 2
853,459,4,Sinnoh,Snover,Ice,"DPS Ranged, Support",No,"Male, Female",1.0 m (3′03″),50.5 kg (111.3 lbs),60,62,62,50,60,40,334,"Snow Warning, Soundproof",3.03,111.3,Class 3,Class 2
854,460,4,Sinnoh,Abomasnow,Grass,"Tank, DPS Ranged, Support",No,"Male, Female",2.2 m (7′03″),135.5 kg (298.7 lbs),90,92,92,75,85,60,494,"Snow Warning, Soundproof",7.03,298.7,Class 4,Class 4
855,460,4,Sinnoh,Abomasnow,Ice,"Tank, DPS Ranged, Support",No,"Male, Female",2.2 m (7′03″),135.5 kg (298.7 lbs),90,92,92,75,85,60,494,"Snow Warning, Soundproof",7.03,298.7,Class 4,Class 4
856,460,6,Kalos,"Abomasnow
Mega Abomasnow",Grass,"Tank, DPS Ranged, Crowd Controller",No,"Male, Female",2.2 m (7′03″),135.5 kg (298.7 lbs),90,132,132,105,105,30,594,"Snow Warning, Soundproof",7.03,298.7,Class 4,Class 4
857,460,6,Kalos,"Abomasnow
Mega Abomasnow",Ice,"Tank, DPS Ranged, Crowd Controller",No,"Male, Female",2.2 m (7′03″),135.5 kg (298.7 lbs),90,132,132,105,105,30,594,"Snow Warning, Soundproof",7.03,298.7,Class 4,Class 4
858,461,4,Sinnoh,Weavile,Dark,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.1 m (3′07″),34.0 kg (75.0 lbs),70,120,45,65,85,125,510,"Pressure, Pickpocket",3.07,75,Class 3,Class 3
859,461,4,Sinnoh,Weavile,Ice,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.1 m (3′07″),34.0 kg (75.0 lbs),70,120,45,65,85,125,510,"Pressure, Pickpocket",3.07,75,Class 3,Class 3
860,462,4,Sinnoh,Magnezone,Electric,"DPS Ranged, Tank, Support",No,Genderless,1.2 m (3′11″),180.0 kg (396.8 lbs),70,70,130,115,90,60,535,"Magnet Pull, Sturdy, Analytic",3.11,396.8,Class 4,Class 3
861,462,4,Sinnoh,Magnezone,Steel,"DPS Ranged, Tank, Support",No,Genderless,1.2 m (3′11″),180.0 kg (396.8 lbs),70,70,130,115,90,60,535,"Magnet Pull, Sturdy, Analytic",3.11,396.8,Class 4,Class 3
862,463,4,Sinnoh,Lickilicky,Normal,"Tank, Support, Crowd Controller",No,"Male, Female",1.7 m (5′07″),140.0 kg (308.6 lbs),110,85,80,95,95,50,515,"Own Tempo, Oblivious, Cloud Nine",5.07,308.6,Class 4,Class 4
863,464,4,Sinnoh,Rhyperior,Ground,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",2.4 m (7′10″),282.8 kg (623.5 lbs),115,140,55,130,55,40,535,"Lightning Rod, Solid Rock, Reckless",7.1,623.5,Class 4,Class 4
864,464,4,Sinnoh,Rhyperior,Rock,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",2.4 m (7′10″),282.8 kg (623.5 lbs),115,140,55,130,55,40,535,"Lightning Rod, Solid Rock, Reckless",7.1,623.5,Class 4,Class 4
865,465,4,Sinnoh,Tangrowth,Grass,"Tank, Support, Crowd Controller",No,"Male, Female",2.0 m (6′07″),128.6 kg (283.5 lbs),100,100,110,125,50,50,535,"Chlorophyll, Leaf Guard, Regenerator",6.07,283.5,Class 4,Class 4
866,466,4,Sinnoh,Electivire,Electric,"DPS Melee, DPS Ranged, Debuffer",No,"Male, Female",1.8 m (5′11″),138.6 kg (305.6 lbs),75,123,95,67,85,95,540,"Motor Drive, Vital Spirit",5.11,305.6,Class 4,Class 4
867,467,4,Sinnoh,Magmortar,Fire,"DPS Ranged, Mage",No,"Male, Female",1.6 m (5′03″),68.0 kg (149.9 lbs),75,95,125,67,95,83,540,"Flame Body, Vital Spirit",5.03,149.9,Class 3,Class 4
868,468,4,Sinnoh,Togekiss,Fairy,"Support, Healer, Mage",No,"Male, Female",1.5 m (4′11″),38.0 kg (83.8 lbs),85,50,120,95,115,80,545,"Hustle, Serene Grace, Super Luck",4.11,83.8,Class 3,Class 3
869,468,4,Sinnoh,Togekiss,Flying,"Support, Healer, Mage",No,"Male, Female",1.5 m (4′11″),38.0 kg (83.8 lbs),85,50,120,95,115,80,545,"Hustle, Serene Grace, Super Luck",4.11,83.8,Class 3,Class 3
870,469,4,Sinnoh,Yanmega,Bug,"DPS Ranged, Scout",No,"Male, Female",1.9 m (6′03″),51.5 kg (113.5 lbs),86,76,116,86,56,95,515,"Speed Boost, Tinted Lens, Frisk",6.03,113.5,Class 3,Class 4
871,469,4,Sinnoh,Yanmega,Flying,"DPS Ranged, Scout",No,"Male, Female",1.9 m (6′03″),51.5 kg (113.5 lbs),86,76,116,86,56,95,515,"Speed Boost, Tinted Lens, Frisk",6.03,113.5,Class 3,Class 4
872,470,4,Sinnoh,Leafeon,Grass,"DPS Melee, Support",No,"Male, Female",1.0 m (3′03″),25.5 kg (56.2 lbs),65,110,60,130,65,95,525,"Leaf Guard, Chlorophyll",3.03,56.2,Class 2,Class 2
873,471,4,Sinnoh,Glaceon,Ice,"DPS Ranged, Mage",No,"Male, Female",0.8 m (2′07″),25.9 kg (57.1 lbs),65,60,130,110,95,65,525,"Snow Cloak, Ice Body",2.07,57.1,Class 2,Class 2
874,472,4,Sinnoh,Gliscor,Ground,"DPS Melee, Tank, Scout",No,"Male, Female",2.0 m (6′07″),42.5 kg (93.7 lbs),75,95,45,125,75,95,510,"Hyper Cutter, Sand Veil, Poison Heal",6.07,93.7,Class 3,Class 4
875,472,4,Sinnoh,Gliscor,Flying,"DPS Melee, Tank, Scout",No,"Male, Female",2.0 m (6′07″),42.5 kg (93.7 lbs),75,95,45,125,75,95,510,"Hyper Cutter, Sand Veil, Poison Heal",6.07,93.7,Class 3,Class 4
876,473,4,Sinnoh,Mamoswine,Ice,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",2.5 m (8′02″),291.0 kg (641.5 lbs),110,130,70,80,60,80,530,"Oblivious, Snow Cloak, Thick Fat",8.02,641.5,Class 4,Class 4
877,473,4,Sinnoh,Mamoswine,Ground,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",2.5 m (8′02″),291.0 kg (641.5 lbs),110,130,70,80,60,80,530,"Oblivious, Snow Cloak, Thick Fat",8.02,641.5,Class 4,Class 4
878,474,4,Sinnoh,Porygon-Z,Normal,"DPS Ranged, Mage, Debuffer",No,Genderless,0.9 m (2′11″),34.0 kg (75.0 lbs),85,80,135,70,75,90,535,"Adaptability, Download, Analytic",2.11,75,Class 3,Class 2
879,475,4,Sinnoh,Gallade,Psychic,"DPS Melee, Support",No,Male,1.6 m (5′03″),52.0 kg (114.6 lbs),68,125,65,65,115,80,518,"Steadfast, Sharpness, Justified",5.03,114.6,Class 3,Class 4
880,475,4,Sinnoh,Gallade,Fighting,"DPS Melee, Support",No,Male,1.6 m (5′03″),52.0 kg (114.6 lbs),68,125,65,65,115,80,518,"Steadfast, Sharpness, Justified",5.03,114.6,Class 3,Class 4
881,475,6,Kalos,"Gallade
Mega Gallade",Psychic,"DPS Melee, Support, Crowd Controller",No,Male,1.6 m (5′03″),52.0 kg (114.6 lbs),68,165,65,95,115,110,618,"Steadfast, Sharpness, Justified",5.03,114.6,Class 3,Class 4
882,475,6,Kalos,"Gallade
Mega Gallade",Fighting,"DPS Melee, Support, Crowd Controller",No,Male,1.6 m (5′03″),52.0 kg (114.6 lbs),68,165,65,95,115,110,618,"Steadfast, Sharpness, Justified",5.03,114.6,Class 3,Class 4
883,476,4,Sinnoh,Probopass,Rock,"Tank, Support, Crowd Controller",No,"Male, Female",1.4 m (4′07″),340.0 kg (749.6 lbs),60,55,75,145,150,40,525,"Sturdy, Magnet Pull, Sand Force",4.07,749.6,Class 4,Class 3
884,476,4,Sinnoh,Probopass,Steel,"Tank, Support, Crowd Controller",No,"Male, Female",1.4 m (4′07″),340.0 kg (749.6 lbs),60,55,75,145,150,40,525,"Sturdy, Magnet Pull, Sand Force",4.07,749.6,Class 4,Class 3
885,477,4,Sinnoh,Dusknoir,Ghost,"Tank, Crowd Controller, Debuffer",No,"Male, Female",2.2 m (7′03″),106.6 kg (235.0 lbs),45,100,65,135,135,45,525,"Pressure, Frisk",7.03,235,Class 4,Class 4
886,478,4,Sinnoh,Froslass,Ice,"DPS Ranged, Mage, Debuffer",No,Female,1.3 m (4′03″),26.6 kg (58.6 lbs),70,80,80,70,70,110,480,"Snow Cloak, Cursed Body",4.03,58.6,Class 2,Class 3
887,478,4,Sinnoh,Froslass,Ghost,"DPS Ranged, Mage, Debuffer",No,Female,1.3 m (4′03″),26.6 kg (58.6 lbs),70,80,80,70,70,110,480,"Snow Cloak, Cursed Body",4.03,58.6,Class 2,Class 3
888,479,4,Sinnoh,Rotom,Electric,"Support, Mage",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,50,95,77,77,91,440,Levitate,1,0.7,Class 1,Class 1
889,479,4,Sinnoh,Rotom,Ghost,"Support, Mage",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,50,95,77,77,91,440,Levitate,1,0.7,Class 1,Class 1
890,479,4,Sinnoh,"Rotom
Heat Rotom",Electric,"Mage, Support, DPS Ranged",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
891,479,4,Sinnoh,"Rotom
Heat Rotom",Fire,"Mage, Support, DPS Ranged",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
892,479,4,Sinnoh,"Rotom
Wash Rotom",Electric,"Mage, Support, Crowd Controller",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
893,479,4,Sinnoh,"Rotom
Wash Rotom",Water,"Mage, Support, Crowd Controller",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
894,479,4,Sinnoh,"Rotom
Frost Rotom",Electric,"DPS Ranged, Mage, Support",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
895,479,4,Sinnoh,"Rotom
Frost Rotom",Ice,"DPS Ranged, Mage, Support",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
896,479,4,Sinnoh,"Rotom
Fan Rotom",Electric,"DPS Ranged, Scout, Support",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
897,479,4,Sinnoh,"Rotom
Fan Rotom",Flying,"DPS Ranged, Scout, Support",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
898,479,4,Sinnoh,"Rotom
Mow Rotom",Electric,"Mage, DPS Ranged, Support",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
899,479,4,Sinnoh,"Rotom
Mow Rotom",Grass,"Mage, DPS Ranged, Support",No,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),50,65,105,107,107,86,520,Levitate,1,0.7,Class 1,Class 1
900,480,4,Sinnoh,Uxie,Psychic,"Support, Crowd Controller, Tank",Yes,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),75,75,75,130,130,95,580,Levitate,1,0.7,Class 1,Class 1
901,481,4,Sinnoh,Mesprit,Psychic,"Support, Healer, Mage",Yes,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),80,105,105,105,105,80,580,Levitate,1,0.7,Class 1,Class 1
902,482,4,Sinnoh,Azelf,Psychic,"DPS Ranged, DPS Melee, Scout",Yes,Genderless,0.3 m (1′00″),0.3 kg (0.7 lbs),75,125,125,70,70,115,580,Levitate,1,0.7,Class 1,Class 1
903,483,4,Sinnoh,Dialga,Steel,"DPS Ranged, Tank, Mage",Yes,Genderless,5.4 m (17′09″),683.0 kg (1505.8 lbs),100,120,150,120,100,90,680,"Pressure, Telepathy",17.09,1505.8,Class 4,Class 4
904,483,4,Sinnoh,Dialga,Dragon,"DPS Ranged, Tank, Mage",Yes,Genderless,5.4 m (17′09″),683.0 kg (1505.8 lbs),100,120,150,120,100,90,680,"Pressure, Telepathy",17.09,1505.8,Class 4,Class 4
905,483,4,Sinnoh,"Dialga
Origin Forme",Steel,"DPS Ranged, Tank, Mage",Yes,Genderless,5.4 m (17′09″),683.0 kg (1505.8 lbs),100,100,150,120,120,90,680,"Pressure, Telepathy",17.09,1505.8,Class 4,Class 4
906,483,4,Sinnoh,"Dialga
Origin Forme",Dragon,"DPS Ranged, Tank, Mage",Yes,Genderless,5.4 m (17′09″),683.0 kg (1505.8 lbs),100,100,150,120,120,90,680,"Pressure, Telepathy",17.09,1505.8,Class 4,Class 4
907,484,4,Sinnoh,Palkia,Water,"DPS Ranged, Mage, Scout",Yes,Genderless,4.2 m (13′09″),336.0 kg (740.8 lbs),90,120,150,100,120,100,680,"Pressure, Telepathy",13.09,740.8,Class 4,Class 4
908,484,4,Sinnoh,Palkia,Dragon,"DPS Ranged, Mage, Scout",Yes,Genderless,4.2 m (13′09″),336.0 kg (740.8 lbs),90,120,150,100,120,100,680,"Pressure, Telepathy",13.09,740.8,Class 4,Class 4
909,484,4,Sinnoh,"Palkia
Origin Forme",Water,"DPS Ranged, Mage, Scout",Yes,Genderless,4.2 m (13′09″),336.0 kg (740.8 lbs),90,100,150,100,120,120,680,"Pressure, Telepathy",13.09,740.8,Class 4,Class 4
910,484,4,Sinnoh,"Palkia
Origin Forme",Dragon,"DPS Ranged, Mage, Scout",Yes,Genderless,4.2 m (13′09″),336.0 kg (740.8 lbs),90,100,150,100,120,120,680,"Pressure, Telepathy",13.09,740.8,Class 4,Class 4
911,485,4,Sinnoh,Heatran,Fire,"Tank, DPS Ranged, Crowd Controller",Yes,"Male, Female",1.7 m (5′07″),430.0 kg (948.0 lbs),91,90,130,106,106,77,600,"Flash Fire, Flame Body",5.07,948,Class 4,Class 4
912,485,4,Sinnoh,Heatran,Steel,"Tank, DPS Ranged, Crowd Controller",Yes,"Male, Female",1.7 m (5′07″),430.0 kg (948.0 lbs),91,90,130,106,106,77,600,"Flash Fire, Flame Body",5.07,948,Class 4,Class 4
913,486,4,Sinnoh,Regigigas,Normal,"DPS Melee, Tank, Support",Yes,Genderless,3.7 m (12′02″),420.0 kg (925.9 lbs),110,160,80,110,110,100,670,Slow Start,12.02,925.9,Class 4,Class 4
914,487,4,Sinnoh,"Giratina
Altered Forme",Ghost,"Tank, Crowd Controller, Mage",Yes,Genderless,4.5 m (14′09″),750.0 kg (1653.5 lbs),150,100,100,120,120,90,680,"Pressure, Telepathy",14.09,1653.5,Class 4,Class 4
915,487,4,Sinnoh,"Giratina
Altered Forme",Dragon,"Tank, Crowd Controller, Mage",Yes,Genderless,4.5 m (14′09″),750.0 kg (1653.5 lbs),150,100,100,120,120,90,680,"Pressure, Telepathy",14.09,1653.5,Class 4,Class 4
916,487,4,Sinnoh,"Giratina
Origin Forme",Ghost,"DPS Melee, Mage, Crowd Controller",Yes,Genderless,4.5 m (14′09″),750.0 kg (1653.5 lbs),150,120,120,100,100,90,680,"Pressure, Telepathy",14.09,1653.5,Class 4,Class 4
917,487,4,Sinnoh,"Giratina
Origin Forme",Dragon,"DPS Melee, Mage, Crowd Controller",Yes,Genderless,4.5 m (14′09″),750.0 kg (1653.5 lbs),150,120,120,100,100,90,680,"Pressure, Telepathy",14.09,1653.5,Class 4,Class 4
918,488,4,Sinnoh,Cresselia,Psychic,"Support, Healer, Crowd Controller",Yes,Female,1.5 m (4′11″),85.6 kg (188.7 lbs),120,70,75,110,120,85,580,Levitate,4.11,188.7,Class 4,Class 3
919,489,4,Sinnoh,Phione,Water,"Support, Scout",No,Genderless,0.4 m (1′04″),3.1 kg (6.8 lbs),80,80,80,80,80,80,480,Hydration,1.04,6.8,Class 1,Class 1
920,490,4,Sinnoh,Manaphy,Water,"Healer, Mage, Support",No,Genderless,0.3 m (1′00″),1.4 kg (3.1 lbs),100,100,100,100,100,100,600,Hydration,1,3.1,Class 1,Class 1
921,491,4,Sinnoh,Darkrai,Dark,"Mage, Debuffer, Crowd Controller",No,Genderless,1.5 m (4′11″),50.5 kg (111.3 lbs),70,90,135,90,90,125,600,Bad Dreams,4.11,111.3,Class 3,Class 3
922,492,4,Sinnoh,"Shaymin
Land Forme",Grass,"Support, Healer",No,Genderless,0.2 m (0′08″),2.1 kg (4.6 lbs),100,100,100,100,100,100,600,Natural Cure,0.08,4.6,Class 1,Class 1
923,492,4,Sinnoh,"Shaymin
Sky Forme",Grass,"DPS Ranged, Scout, Support",No,Genderless,0.2 m (0′08″),2.1 kg (4.6 lbs),100,103,120,75,75,127,600,Natural Cure,0.08,4.6,Class 1,Class 1
924,492,4,Sinnoh,"Shaymin
Sky Forme",Flying,"DPS Ranged, Scout, Support",No,Genderless,0.2 m (0′08″),2.1 kg (4.6 lbs),100,103,120,75,75,127,600,Natural Cure,0.08,4.6,Class 1,Class 1
925,493,4,Sinnoh,Arceus,Normal,"DPS Melee, Tank, Support",No,Genderless,3.2 m (10′06″),320.0 kg (705.5 lbs),120,120,120,120,120,120,720,Multitype,10.06,705.5,Class 4,Class 4
926,494,5,Unova,Victini,Psychic,"DPS Melee, DPS Ranged, Mage",No,Genderless,0.4 m (1′04″),4.0 kg (8.8 lbs),100,100,100,100,100,100,600,Victory Star,1.04,8.8,Class 1,Class 1
927,494,5,Unova,Victini,Fire,"DPS Melee, DPS Ranged, Mage",No,Genderless,0.4 m (1′04″),4.0 kg (8.8 lbs),100,100,100,100,100,100,600,Victory Star,1.04,8.8,Class 1,Class 1
928,495,5,Unova,Snivy,Grass,"Scout, Support",No,"Male, Female",0.6 m (2′00″),8.1 kg (17.9 lbs),45,45,45,55,55,63,308,"Overgrow, Contrary",2,17.9,Class 1,Class 1
929,496,5,Unova,Servine,Grass,"Support, Scout",No,"Male, Female",0.8 m (2′07″),16.0 kg (35.3 lbs),60,60,60,75,75,83,413,"Overgrow, Contrary",2.07,35.3,Class 2,Class 2
930,497,5,Unova,Serperior,Grass,"DPS Melee, Support, Crowd Controller",No,"Male, Female",3.3 m (10′10″),63.0 kg (138.9 lbs),75,75,75,95,95,113,528,"Overgrow, Contrary",10.1,138.9,Class 3,Class 4
931,498,5,Unova,Tepig,Fire,"DPS Melee, Tank",No,"Male, Female",0.5 m (1′08″),9.9 kg (21.8 lbs),65,63,45,45,45,45,308,"Blaze, Thick Fat",1.08,21.8,Class 2,Class 1
932,499,5,Unova,Pignite,Fire,"DPS Melee, Tank, Support",No,"Male, Female",1.0 m (3′03″),55.5 kg (122.4 lbs),90,93,70,55,55,55,418,"Blaze, Thick Fat",3.03,122.4,Class 3,Class 2
933,499,5,Unova,Pignite,Fighting,"DPS Melee, Tank, Support",No,"Male, Female",1.0 m (3′03″),55.5 kg (122.4 lbs),90,93,70,55,55,55,418,"Blaze, Thick Fat",3.03,122.4,Class 3,Class 2
934,500,5,Unova,Emboar,Fire,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",1.6 m (5′03″),150.0 kg (330.7 lbs),110,123,100,65,65,65,528,"Blaze, Reckless",5.03,330.7,Class 4,Class 4
935,500,5,Unova,Emboar,Fighting,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",1.6 m (5′03″),150.0 kg (330.7 lbs),110,123,100,65,65,65,528,"Blaze, Reckless",5.03,330.7,Class 4,Class 4
936,501,5,Unova,Oshawott,Water,"DPS Melee, Scout",No,"Male, Female",0.5 m (1′08″),5.9 kg (13.0 lbs),55,55,63,45,45,45,308,"Torrent, Shell Armor",1.08,13,Class 1,Class 1
937,502,5,Unova,Dewott,Water,"DPS Melee, Scout, Support",No,"Male, Female",0.8 m (2′07″),24.5 kg (54.0 lbs),75,75,83,60,60,60,413,"Torrent, Shell Armor",2.07,54,Class 2,Class 2
938,503,5,Unova,Samurott,Water,"DPS Melee, DPS Ranged, Support",No,"Male, Female",1.5 m (4′11″),94.6 kg (208.6 lbs),95,100,108,85,70,70,528,"Torrent, Shell Armor",4.11,208.6,Class 4,Class 3
939,503,4,Hisui,"Samurott
Hisuian Samurott",Water,"DPS Melee, DPS Ranged, Debuffer",No,"Male, Female",1.5 m (4′11″),94.6 kg (208.6 lbs),90,108,100,80,65,85,528,"Torrent, Shell Armor",4.11,208.6,Class 4,Class 3
940,503,4,Hisui,"Samurott
Hisuian Samurott",Dark,"DPS Melee, DPS Ranged, Debuffer",No,"Male, Female",1.5 m (4′11″),94.6 kg (208.6 lbs),90,108,100,80,65,85,528,"Torrent, Shell Armor",4.11,208.6,Class 4,Class 3
941,504,5,Unova,Patrat,Normal,"Scout, Support",No,"Male, Female",0.5 m (1′08″),11.6 kg (25.6 lbs),45,55,35,39,39,42,255,"Run Away, Keen Eye, Analytic",1.08,25.6,Class 2,Class 1
942,505,5,Unova,Watchog,Normal,"Scout, Support, Debuffer",No,"Male, Female",1.1 m (3′07″),27.0 kg (59.5 lbs),60,85,60,69,69,77,420,"Illuminate, Keen Eye, Analytic",3.07,59.5,Class 2,Class 3
943,506,5,Unova,Lillipup,Normal,"Scout, Support",No,"Male, Female",0.4 m (1′04″),4.1 kg (9.0 lbs),45,60,25,45,45,55,275,"Vital Spirit, Pickup, Run Away",1.04,9,Class 1,Class 1
944,507,5,Unova,Herdier,Normal,"Support, Scout, Tank",No,"Male, Female",0.9 m (2′11″),14.7 kg (32.4 lbs),65,80,35,65,65,60,370,"Intimidate, Sand Rush, Scrappy",2.11,32.4,Class 2,Class 2
945,508,5,Unova,Stoutland,Normal,"Tank, Support, Crowd Controller",No,"Male, Female",1.2 m (3′11″),61.0 kg (134.5 lbs),85,110,45,90,90,80,500,"Intimidate, Sand Rush, Scrappy",3.11,134.5,Class 3,Class 3
946,509,5,Unova,Purrloin,Dark,"Scout, Support",No,"Male, Female",0.4 m (1′04″),10.1 kg (22.3 lbs),41,50,50,37,37,66,281,"Limber, Unburden, Prankster",1.04,22.3,Class 2,Class 1
947,510,5,Unova,Liepard,Dark,"DPS Melee, Scout, Support",No,"Male, Female",1.1 m (3′07″),37.5 kg (82.7 lbs),64,88,88,50,50,106,446,"Limber, Unburden, Prankster",3.07,82.7,Class 3,Class 3
948,511,5,Unova,Pansage,Grass,"Scout, Support",No,"Male, Female",0.6 m (2′00″),10.5 kg (23.1 lbs),50,53,53,48,48,64,316,"Gluttony, Overgrow",2,23.1,Class 2,Class 1
949,512,5,Unova,Simisage,Grass,"DPS Ranged, Scout, Support",No,"Male, Female",1.1 m (3′07″),30.5 kg (67.2 lbs),75,98,98,63,63,101,498,"Gluttony, Overgrow",3.07,67.2,Class 3,Class 3
950,513,5,Unova,Pansear,Fire,"Scout, Support",No,"Male, Female",0.6 m (2′00″),11.0 kg (24.3 lbs),50,53,53,48,48,64,316,"Gluttony, Blaze",2,24.3,Class 2,Class 1
